,Datum,Description,Day
0,2018-01-01 00:00:00,Neujahr,Monatg
0,2018-01-01 01:00:00,Neujahr,Monatg
0,2018-01-01 02:00:00,Neujahr,Monatg
0,2018-01-01 03:00:00,Neujahr,Monatg
0,2018-01-01 04:00:00,Neujahr,Monatg
0,2018-01-01 05:00:00,Neujahr,Monatg
0,2018-01-01 06:00:00,Neujahr,Monatg
0,2018-01-01 07:00:00,Neujahr,Monatg
0,2018-01-01 08:00:00,Neujahr,Monatg
0,2018-01-01 09:00:00,Neujahr,Monatg
0,2018-01-01 10:00:00,Neujahr,Monatg
0,2018-01-01 11:00:00,Neujahr,Monatg
0,2018-01-01 12:00:00,Neujahr,Monatg
0,2018-01-01 13:00:00,Neujahr,Monatg
0,2018-01-01 14:00:00,Neujahr,Monatg
0,2018-01-01 15:00:00,Neujahr,Monatg
0,2018-01-01 16:00:00,Neujahr,Monatg
0,2018-01-01 17:00:00,Neujahr,Monatg
0,2018-01-01 18:00:00,Neujahr,Monatg
0,2018-01-01 19:00:00,Neujahr,Monatg
0,2018-01-01 20:00:00,Neujahr,Monatg
0,2018-01-01 21:00:00,Neujahr,Monatg
0,2018-01-01 22:00:00,Neujahr,Monatg
0,2018-01-01 23:00:00,Neujahr,Monatg
0,2018-01-05 00:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 01:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 02:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 03:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 04:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 05:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 06:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 07:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 08:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 09:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 10:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 11:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 12:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 13:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 14:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 15:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 16:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 17:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 18:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 19:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 20:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 21:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 22:00:00,Tag der Arbeit,Dienstag
0,2018-01-05 23:00:00,Tag der Arbeit,Dienstag
0,2018-01-11 00:00:00,Allerheiligen,Mittwoch
0,2018-01-11 01:00:00,Allerheiligen,Mittwoch
0,2018-01-11 02:00:00,Allerheiligen,Mittwoch
0,2018-01-11 03:00:00,Allerheiligen,Mittwoch
0,2018-01-11 04:00:00,Allerheiligen,Mittwoch
0,2018-01-11 05:00:00,Allerheiligen,Mittwoch
0,2018-01-11 06:00:00,Allerheiligen,Mittwoch
0,2018-01-11 07:00:00,Allerheiligen,Mittwoch
0,2018-01-11 08:00:00,Allerheiligen,Mittwoch
0,2018-01-11 09:00:00,Allerheiligen,Mittwoch
0,2018-01-11 10:00:00,Allerheiligen,Mittwoch
0,2018-01-11 11:00:00,Allerheiligen,Mittwoch
0,2018-01-11 12:00:00,Allerheiligen,Mittwoch
0,2018-01-11 13:00:00,Allerheiligen,Mittwoch
0,2018-01-11 14:00:00,Allerheiligen,Mittwoch
0,2018-01-11 15:00:00,Allerheiligen,Mittwoch
0,2018-01-11 16:00:00,Allerheiligen,Mittwoch
0,2018-01-11 17:00:00,Allerheiligen,Mittwoch
0,2018-01-11 18:00:00,Allerheiligen,Mittwoch
0,2018-01-11 19:00:00,Allerheiligen,Mittwoch
0,2018-01-11 20:00:00,Allerheiligen,Mittwoch
0,2018-01-11 21:00:00,Allerheiligen,Mittwoch
0,2018-01-11 22:00:00,Allerheiligen,Mittwoch
0,2018-01-11 23:00:00,Allerheiligen,Mittwoch
0,2018-02-04 00:00:00,Ostermontag,Montag
0,2018-02-04 01:00:00,Ostermontag,Montag
0,2018-02-04 02:00:00,Ostermontag,Montag
0,2018-02-04 03:00:00,Ostermontag,Montag
0,2018-02-04 04:00:00,Ostermontag,Montag
0,2018-02-04 05:00:00,Ostermontag,Montag
0,2018-02-04 06:00:00,Ostermontag,Montag
0,2018-02-04 07:00:00,Ostermontag,Montag
0,2018-02-04 08:00:00,Ostermontag,Montag
0,2018-02-04 09:00:00,Ostermontag,Montag
0,2018-02-04 10:00:00,Ostermontag,Montag
0,2018-02-04 11:00:00,Ostermontag,Montag
0,2018-02-04 12:00:00,Ostermontag,Montag
0,2018-02-04 13:00:00,Ostermontag,Montag
0,2018-02-04 14:00:00,Ostermontag,Montag
0,2018-02-04 15:00:00,Ostermontag,Montag
0,2018-02-04 16:00:00,Ostermontag,Montag
0,2018-02-04 17:00:00,Ostermontag,Montag
0,2018-02-04 18:00:00,Ostermontag,Montag
0,2018-02-04 19:00:00,Ostermontag,Montag
0,2018-02-04 20:00:00,Ostermontag,Montag
0,2018-02-04 21:00:00,Ostermontag,Montag
0,2018-02-04 22:00:00,Ostermontag,Montag
0,2018-02-04 23:00:00,Ostermontag,Montag
0,2018-03-10 00:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 01:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 02:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 03:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 04:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 05:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 06:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 07:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 08:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 09:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 10:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 11:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 12:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 13:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 14:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 15:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 16:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 17:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 18:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 19:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 20:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 21:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 22:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-10 23:00:00,Tag der Deutschen Einheit,Mittwoch
0,2018-03-30 00:00:00,Karfreitag,Freitag
0,2018-03-30 01:00:00,Karfreitag,Freitag
0,2018-03-30 02:00:00,Karfreitag,Freitag
0,2018-03-30 03:00:00,Karfreitag,Freitag
0,2018-03-30 04:00:00,Karfreitag,Freitag
0,2018-03-30 05:00:00,Karfreitag,Freitag
0,2018-03-30 06:00:00,Karfreitag,Freitag
0,2018-03-30 07:00:00,Karfreitag,Freitag
0,2018-03-30 08:00:00,Karfreitag,Freitag
0,2018-03-30 09:00:00,Karfreitag,Freitag
0,2018-03-30 10:00:00,Karfreitag,Freitag
0,2018-03-30 11:00:00,Karfreitag,Freitag
0,2018-03-30 12:00:00,Karfreitag,Freitag
0,2018-03-30 13:00:00,Karfreitag,Freitag
0,2018-03-30 14:00:00,Karfreitag,Freitag
0,2018-03-30 15:00:00,Karfreitag,Freitag
0,2018-03-30 16:00:00,Karfreitag,Freitag
0,2018-03-30 17:00:00,Karfreitag,Freitag
0,2018-03-30 18:00:00,Karfreitag,Freitag
0,2018-03-30 19:00:00,Karfreitag,Freitag
0,2018-03-30 20:00:00,Karfreitag,Freitag
0,2018-03-30 21:00:00,Karfreitag,Freitag
0,2018-03-30 22:00:00,Karfreitag,Freitag
0,2018-03-30 23:00:00,Karfreitag,Freitag
0,2018-05-21 00:00:00,Pfingstmontag,Montag
0,2018-05-21 01:00:00,Pfingstmontag,Montag
0,2018-05-21 02:00:00,Pfingstmontag,Montag
0,2018-05-21 03:00:00,Pfingstmontag,Montag
0,2018-05-21 04:00:00,Pfingstmontag,Montag
0,2018-05-21 05:00:00,Pfingstmontag,Montag
0,2018-05-21 06:00:00,Pfingstmontag,Montag
0,2018-05-21 07:00:00,Pfingstmontag,Montag
0,2018-05-21 08:00:00,Pfingstmontag,Montag
0,2018-05-21 09:00:00,Pfingstmontag,Montag
0,2018-05-21 10:00:00,Pfingstmontag,Montag
0,2018-05-21 11:00:00,Pfingstmontag,Montag
0,2018-05-21 12:00:00,Pfingstmontag,Montag
0,2018-05-21 13:00:00,Pfingstmontag,Montag
0,2018-05-21 14:00:00,Pfingstmontag,Montag
0,2018-05-21 15:00:00,Pfingstmontag,Montag
0,2018-05-21 16:00:00,Pfingstmontag,Montag
0,2018-05-21 17:00:00,Pfingstmontag,Montag
0,2018-05-21 18:00:00,Pfingstmontag,Montag
0,2018-05-21 19:00:00,Pfingstmontag,Montag
0,2018-05-21 20:00:00,Pfingstmontag,Montag
0,2018-05-21 21:00:00,Pfingstmontag,Montag
0,2018-05-21 22:00:00,Pfingstmontag,Montag
0,2018-05-21 23:00:00,Pfingstmontag,Montag
0,2018-05-31 00:00:00,Fronleichnam,Donnerstag
0,2018-05-31 01:00:00,Fronleichnam,Donnerstag
0,2018-05-31 02:00:00,Fronleichnam,Donnerstag
0,2018-05-31 03:00:00,Fronleichnam,Donnerstag
0,2018-05-31 04:00:00,Fronleichnam,Donnerstag
0,2018-05-31 05:00:00,Fronleichnam,Donnerstag
0,2018-05-31 06:00:00,Fronleichnam,Donnerstag
0,2018-05-31 07:00:00,Fronleichnam,Donnerstag
0,2018-05-31 08:00:00,Fronleichnam,Donnerstag
0,2018-05-31 09:00:00,Fronleichnam,Donnerstag
0,2018-05-31 10:00:00,Fronleichnam,Donnerstag
0,2018-05-31 11:00:00,Fronleichnam,Donnerstag
0,2018-05-31 12:00:00,Fronleichnam,Donnerstag
0,2018-05-31 13:00:00,Fronleichnam,Donnerstag
0,2018-05-31 14:00:00,Fronleichnam,Donnerstag
0,2018-05-31 15:00:00,Fronleichnam,Donnerstag
0,2018-05-31 16:00:00,Fronleichnam,Donnerstag
0,2018-05-31 17:00:00,Fronleichnam,Donnerstag
0,2018-05-31 18:00:00,Fronleichnam,Donnerstag
0,2018-05-31 19:00:00,Fronleichnam,Donnerstag
0,2018-05-31 20:00:00,Fronleichnam,Donnerstag
0,2018-05-31 21:00:00,Fronleichnam,Donnerstag
0,2018-05-31 22:00:00,Fronleichnam,Donnerstag
0,2018-05-31 23:00:00,Fronleichnam,Donnerstag
0,2018-06-01 00:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 01:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 02:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 03:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 04:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 05:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 06:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 07:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 08:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 09:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 10:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 11:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 12:00:00,Heilige Drei Koenige,Samstag
0,2018-06-01 13:00:00,Heilige Drei Koenige,Samstag
