,Datum,Description,Day
0,2020-02-14 11:00:00,Valentinstag,Freitag
0,2020-02-14 12:00:00,Valentinstag,Freitag
0,2020-02-14 13:00:00,Valentinstag,Freitag
0,2020-02-14 14:00:00,Valentinstag,Freitag
0,2020-02-14 15:00:00,Valentinstag,Freitag
0,2020-02-14 16:00:00,Valentinstag,Freitag
0,2020-02-14 17:00:00,Valentinstag,Freitag
0,2020-02-14 18:00:00,Valentinstag,Freitag
0,2020-02-14 19:00:00,Valentinstag,Freitag
0,2020-02-14 20:00:00,Valentinstag,Freitag
0,2020-02-14 21:00:00,Valentinstag,Freitag
0,2020-02-14 22:00:00,Valentinstag,Freitag
0,2020-02-14 23:00:00,Valentinstag,Freitag
0,2020-02-26 00:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 01:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 02:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 03:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 04:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 05:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 06:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 07:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 08:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 09:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 10:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 11:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 12:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 13:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 14:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 15:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 16:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 17:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 18:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 19:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 20:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 21:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 22:00:00,Aschermittwoch,Mittwoch
0,2020-02-26 23:00:00,Aschermittwoch,Mittwoch
0,2020-03-10 00:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 01:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 02:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 03:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 04:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 05:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 06:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 07:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 08:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 09:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 10:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 11:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 12:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 13:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 14:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 15:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 16:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 17:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 18:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 19:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 20:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 21:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 22:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-10 23:00:00,Tag der Deutschen Einheit,Samstag
0,2020-03-29 00:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 01:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 02:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 03:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 04:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 05:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 06:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 07:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 08:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 09:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 10:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 11:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 12:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 13:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 14:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 15:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 16:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 17:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 18:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 19:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 20:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 21:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 22:00:00,Sommerzeit Beginn,Sonntag
0,2020-03-29 23:00:00,Sommerzeit Beginn,Sonntag
0,2020-04-13 00:00:00,Ostermontag,Montag
0,2020-04-13 01:00:00,Ostermontag,Montag
0,2020-04-13 02:00:00,Ostermontag,Montag
0,2020-04-13 03:00:00,Ostermontag,Montag
0,2020-04-13 04:00:00,Ostermontag,Montag
0,2020-04-13 05:00:00,Ostermontag,Montag
0,2020-04-13 06:00:00,Ostermontag,Montag
0,2020-04-13 07:00:00,Ostermontag,Montag
0,2020-04-13 08:00:00,Ostermontag,Montag
0,2020-04-13 09:00:00,Ostermontag,Montag
0,2020-04-13 10:00:00,Ostermontag,Montag
0,2020-04-13 11:00:00,Ostermontag,Montag
0,2020-04-13 12:00:00,Ostermontag,Montag
0,2020-04-13 13:00:00,Ostermontag,Montag
0,2020-04-13 14:00:00,Ostermontag,Montag
0,2020-04-13 15:00:00,Ostermontag,Montag
0,2020-04-13 16:00:00,Ostermontag,Montag
0,2020-04-13 17:00:00,Ostermontag,Montag
0,2020-04-13 18:00:00,Ostermontag,Montag
0,2020-04-13 19:00:00,Ostermontag,Montag
0,2020-04-13 20:00:00,Ostermontag,Montag
0,2020-04-13 21:00:00,Ostermontag,Montag
0,2020-04-13 22:00:00,Ostermontag,Montag
0,2020-04-13 23:00:00,Ostermontag,Montag
0,2020-05-04 00:00:00,Palmsonntag,Sonntag
0,2020-05-04 01:00:00,Palmsonntag,Sonntag
0,2020-05-04 02:00:00,Palmsonntag,Sonntag
0,2020-05-04 03:00:00,Palmsonntag,Sonntag
0,2020-05-04 04:00:00,Palmsonntag,Sonntag
0,2020-05-04 05:00:00,Palmsonntag,Sonntag
0,2020-05-04 06:00:00,Palmsonntag,Sonntag
0,2020-05-04 07:00:00,Palmsonntag,Sonntag
0,2020-05-04 08:00:00,Palmsonntag,Sonntag
0,2020-05-04 09:00:00,Palmsonntag,Sonntag
0,2020-05-04 10:00:00,Palmsonntag,Sonntag
0,2020-05-04 11:00:00,Palmsonntag,Sonntag
0,2020-05-04 12:00:00,Palmsonntag,Sonntag
0,2020-05-04 13:00:00,Palmsonntag,Sonntag
0,2020-05-04 14:00:00,Palmsonntag,Sonntag
0,2020-05-04 15:00:00,Palmsonntag,Sonntag
0,2020-05-04 16:00:00,Palmsonntag,Sonntag
0,2020-05-04 17:00:00,Palmsonntag,Sonntag
0,2020-05-04 18:00:00,Palmsonntag,Sonntag
0,2020-05-04 19:00:00,Palmsonntag,Sonntag
0,2020-05-04 20:00:00,Palmsonntag,Sonntag
0,2020-05-04 21:00:00,Palmsonntag,Sonntag
0,2020-05-04 22:00:00,Palmsonntag,Sonntag
0,2020-05-04 23:00:00,Palmsonntag,Sonntag
0,2020-05-21 00:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 01:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 02:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 03:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 04:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 05:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 06:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 07:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 08:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 09:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 10:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 11:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 12:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 13:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 14:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 15:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 16:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 17:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 18:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 19:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 20:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 21:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 22:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-21 23:00:00,Christi Himmelfahrt,Donnerstag
0,2020-05-31 00:00:00,Pfingsten,Sonntag
0,2020-05-31 01:00:00,Pfingsten,Sonntag
0,2020-05-31 02:00:00,Pfingsten,Sonntag
0,2020-05-31 03:00:00,Pfingsten,Sonntag
0,2020-05-31 04:00:00,Pfingsten,Sonntag
0,2020-05-31 05:00:00,Pfingsten,Sonntag
0,2020-05-31 06:00:00,Pfingsten,Sonntag
0,2020-05-31 07:00:00,Pfingsten,Sonntag
0,2020-05-31 08:00:00,Pfingsten,Sonntag
0,2020-05-31 09:00:00,Pfingsten,Sonntag
0,2020-05-31 10:00:00,Pfingsten,Sonntag
0,2020-05-31 11:00:00,Pfingsten,Sonntag
0,2020-05-31 12:00:00,Pfingsten,Sonntag
0,2020-05-31 13:00:00,Pfingsten,Sonntag
0,2020-05-31 14:00:00,Pfingsten,Sonntag
0,2020-05-31 15:00:00,Pfingsten,Sonntag
0,2020-05-31 16:00:00,Pfingsten,Sonntag
0,2020-05-31 17:00:00,Pfingsten,Sonntag
0,2020-05-31 18:00:00,Pfingsten,Sonntag
0,2020-05-31 19:00:00,Pfingsten,Sonntag
0,2020-05-31 20:00:00,Pfingsten,Sonntag
0,2020-05-31 21:00:00,Pfingsten,Sonntag
0,2020-05-31 22:00:00,Pfingsten,Sonntag
0,2020-05-31 23:00:00,Pfingsten,Sonntag
0,2020-06-01 00:00:00,Heilige drei Koenige,Montag
0,2020-06-01 01:00:00,Heilige drei Koenige,Montag
0,2020-06-01 02:00:00,Heilige drei Koenige,Montag
0,2020-06-01 03:00:00,Heilige drei Koenige,Montag
0,2020-06-01 04:00:00,Heilige drei Koenige,Montag
0,2020-06-01 05:00:00,Heilige drei Koenige,Montag
0,2020-06-01 06:00:00,Heilige drei Koenige,Montag
0,2020-06-01 07:00:00,Heilige drei Koenige,Montag
0,2020-06-01 08:00:00,Heilige drei Koenige,Montag
0,2020-06-01 09:00:00,Heilige drei Koenige,Montag
0,2020-06-01 10:00:00,Heilige drei Koenige,Montag
0,2020-06-01 11:00:00,Heilige drei Koenige,Montag
0,2020-06-01 12:00:00,Heilige drei Koenige,Montag
0,2020-06-01 13:00:00,Heilige drei Koenige,Montag
0,2020-06-01 14:00:00,Heilige drei Koenige,Montag
0,2020-06-01 15:00:00,Heilige drei Koenige,Montag
0,2020-06-01 16:00:00,Heilige drei Koenige,Montag
0,2020-06-01 17:00:00,Heilige drei Koenige,Montag
0,2020-06-01 18:00:00,Heilige drei Koenige,Montag
0,2020-06-01 19:00:00,Heilige drei Koenige,Montag
0,2020-06-01 20:00:00,Heilige drei Koenige,Montag
0,2020-06-01 21:00:00,Heilige drei Koenige,Montag
0,2020-06-01 22:00:00,Heilige drei Koenige,Montag
0,2020-06-01 23:00:00,Heilige drei Koenige,Montag
0,2020-06-12 00:00:00,Zweiter Advent,Sonntag
0,2020-06-12 01:00:00,Zweiter Advent,Sonntag
0,2020-06-12 02:00:00,Zweiter Advent,Sonntag
0,2020-06-12 03:00:00,Zweiter Advent,Sonntag
0,2020-06-12 04:00:00,Zweiter Advent,Sonntag
0,2020-06-12 05:00:00,Zweiter Advent,Sonntag
0,2020-06-12 06:00:00,Zweiter Advent,Sonntag
0,2020-06-12 07:00:00,Zweiter Advent,Sonntag
0,2020-06-12 08:00:00,Zweiter Advent,Sonntag
0,2020-06-12 09:00:00,Zweiter Advent,Sonntag
0,2020-06-12 10:00:00,Zweiter Advent,Sonntag
0,2020-06-12 11:00:00,Zweiter Advent,Sonntag
0,2020-06-12 12:00:00,Zweiter Advent,Sonntag
0,2020-06-12 13:00:00,Zweiter Advent,Sonntag
0,2020-06-12 14:00:00,Zweiter Advent,Sonntag
0,2020-06-12 15:00:00,Zweiter Advent,Sonntag
0,2020-06-12 16:00:00,Zweiter Advent,Sonntag
0,2020-06-12 17:00:00,Zweiter Advent,Sonntag
0,2020-06-12 18:00:00,Zweiter Advent,Sonntag
0,2020-06-12 19:00:00,Zweiter Advent,Sonntag
0,2020-06-12 20:00:00,Zweiter Advent,Sonntag
0,2020-06-12 21:00:00,Zweiter Advent,Sonntag
0,2020-06-12 22:00:00,Zweiter Advent,Sonntag
0,2020-06-12 23:00:00,Zweiter Advent,Sonntag
0,2020-09-05 00:00:00,Europatag,Samstag
0,2020-09-05 01:00:00,Europatag,Samstag
0,2020-09-05 02:00:00,Europatag,Samstag
0,2020-09-05 03:00:00,Europatag,Samstag
0,2020-09-05 04:00:00,Europatag,Samstag
0,2020-09-05 05:00:00,Europatag,Samstag
0,2020-09-05 06:00:00,Europatag,Samstag
0,2020-09-05 07:00:00,Europatag,Samstag
0,2020-09-05 08:00:00,Europatag,Samstag
0,2020-09-05 09:00:00,Europatag,Samstag
0,2020-09-05 10:00:00,Europatag,Samstag
0,2020-09-05 11:00:00,Europatag,Samstag
0,2020-09-05 12:00:00,Europatag,Samstag
0,2020-09-05 13:00:00,Europatag,Samstag
0,2020-09-05 14:00:00,Europatag,Samstag
0,2020-09-05 15:00:00,Europatag,Samstag
0,2020-09-05 16:00:00,Europatag,Samstag
0,2020-09-05 17:00:00,Europatag,Samstag
0,2020-09-05 18:00:00,Europatag,Samstag
0,2020-09-05 19:00:00,Europatag,Samstag
0,2020-09-05 20:00:00,Europatag,Samstag
0,2020-09-05 21:00:00,Europatag,Samstag
0,2020-09-05 22:00:00,Europatag,Samstag
0,2020-09-05 23:00:00,Europatag,Samstag
0,2020-10-04 00:00:00,Karfreitag,Freitag
0,2020-10-04 01:00:00,Karfreitag,Freitag
0,2020-10-04 02:00:00,Karfreitag,Freitag
0,2020-10-04 03:00:00,Karfreitag,Freitag
0,2020-10-04 04:00:00,Karfreitag,Freitag
0,2020-10-04 05:00:00,Karfreitag,Freitag
0,2020-10-04 06:00:00,Karfreitag,Freitag
0,2020-10-04 07:00:00,Karfreitag,Freitag
0,2020-10-04 08:00:00,Karfreitag,Freitag
0,2020-10-04 09:00:00,Karfreitag,Freitag
0,2020-10-04 10:00:00,Karfreitag,Freitag
0,2020-10-04 11:00:00,Karfreitag,Freitag
0,2020-10-04 12:00:00,Karfreitag,Freitag
0,2020-10-04 13:00:00,Karfreitag,Freitag
0,2020-10-04 14:00:00,Karfreitag,Freitag
0,2020-10-04 15:00:00,Karfreitag,Freitag
0,2020-10-04 16:00:00,Karfreitag,Freitag
0,2020-10-04 17:00:00,Karfreitag,Freitag
0,2020-10-04 18:00:00,Karfreitag,Freitag
0,2020-10-04 19:00:00,Karfreitag,Freitag
0,2020-10-04 20:00:00,Karfreitag,Freitag
0,2020-10-04 21:00:00,Karfreitag,Freitag
0,2020-10-04 22:00:00,Karfreitag,Freitag
0,2020-10-04 23:00:00,Karfreitag,Freitag
0,2020-10-05 00:00:00,Muttertag,Sonntag
0,2020-10-05 01:00:00,Muttertag,Sonntag
0,2020-10-05 02:00:00,Muttertag,Sonntag
0,2020-10-05 03:00:00,Muttertag,Sonntag
0,2020-10-05 04:00:00,Muttertag,Sonntag
0,2020-10-05 05:00:00,Muttertag,Sonntag
0,2020-10-05 06:00:00,Muttertag,Sonntag
0,2020-10-05 07:00:00,Muttertag,Sonntag
0,2020-10-05 08:00:00,Muttertag,Sonntag
0,2020-10-05 09:00:00,Muttertag,Sonntag
0,2020-10-05 10:00:00,Muttertag,Sonntag
0,2020-10-05 11:00:00,Muttertag,Sonntag
0,2020-10-05 12:00:00,Muttertag,Sonntag
0,2020-10-05 13:00:00,Muttertag,Sonntag
0,2020-10-05 14:00:00,Muttertag,Sonntag
0,2020-10-05 15:00:00,Muttertag,Sonntag
0,2020-10-05 16:00:00,Muttertag,Sonntag
0,2020-10-05 17:00:00,Muttertag,Sonntag
0,2020-10-05 18:00:00,Muttertag,Sonntag
0,2020-10-05 19:00:00,Muttertag,Sonntag
0,2020-10-05 20:00:00,Muttertag,Sonntag
0,2020-10-05 21:00:00,Muttertag,Sonntag
0,2020-10-05 22:00:00,Muttertag,Sonntag
0,2020-10-05 23:00:00,Muttertag,Sonntag
0,2020-10-25 00:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 01:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 02:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 03:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 04:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 05:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 06:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 07:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 08:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 09:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 10:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 11:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 12:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 13:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 14:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 15:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 16:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 17:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 18:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 19:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 20:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 21:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 22:00:00,Sommerzeit Ende,Sonntag
0,2020-10-25 23:00:00,Sommerzeit Ende,Sonntag
0,2020-11-06 00:00:00,Fronleichnam,Donnerstag
0,2020-11-06 01:00:00,Fronleichnam,Donnerstag
0,2020-11-06 02:00:00,Fronleichnam,Donnerstag
0,2020-11-06 03:00:00,Fronleichnam,Donnerstag
0,2020-11-06 04:00:00,Fronleichnam,Donnerstag
0,2020-11-06 05:00:00,Fronleichnam,Donnerstag
0,2020-11-06 06:00:00,Fronleichnam,Donnerstag
0,2020-11-06 07:00:00,Fronleichnam,Donnerstag
0,2020-11-06 08:00:00,Fronleichnam,Donnerstag
0,2020-11-06 09:00:00,Fronleichnam,Donnerstag
0,2020-11-06 10:00:00,Fronleichnam,Donnerstag
0,2020-11-06 11:00:00,Fronleichnam,Donnerstag
0,2020-11-06 12:00:00,Fronleichnam,Donnerstag
0,2020-11-06 13:00:00,Fronleichnam,Donnerstag
0,2020-11-06 14:00:00,Fronleichnam,Donnerstag
0,2020-11-06 15:00:00,Fronleichnam,Donnerstag
0,2020-11-06 16:00:00,Fronleichnam,Donnerstag
0,2020-11-06 17:00:00,Fronleichnam,Donnerstag
0,2020-11-06 18:00:00,Fronleichnam,Donnerstag
0,2020-11-06 19:00:00,Fronleichnam,Donnerstag
0,2020-11-06 20:00:00,Fronleichnam,Donnerstag
0,2020-11-06 21:00:00,Fronleichnam,Donnerstag
0,2020-11-06 22:00:00,Fronleichnam,Donnerstag
0,2020-11-06 23:00:00,Fronleichnam,Donnerstag
0,2020-11-15 00:00:00,Volkstrauertag,Sonntag
0,2020-11-15 01:00:00,Volkstrauertag,Sonntag
0,2020-11-15 02:00:00,Volkstrauertag,Sonntag
0,2020-11-15 03:00:00,Volkstrauertag,Sonntag
0,2020-11-15 04:00:00,Volkstrauertag,Sonntag
0,2020-11-15 05:00:00,Volkstrauertag,Sonntag
0,2020-11-15 06:00:00,Volkstrauertag,Sonntag
0,2020-11-15 07:00:00,Volkstrauertag,Sonntag
0,2020-11-15 08:00:00,Volkstrauertag,Sonntag
0,2020-11-15 09:00:00,Volkstrauertag,Sonntag
0,2020-11-15 10:00:00,Volkstrauertag,Sonntag
0,2020-11-15 11:00:00,Volkstrauertag,Sonntag
0,2020-11-15 12:00:00,Volkstrauertag,Sonntag
0,2020-11-15 13:00:00,Volkstrauertag,Sonntag
0,2020-11-15 14:00:00,Volkstrauertag,Sonntag
0,2020-11-15 15:00:00,Volkstrauertag,Sonntag
0,2020-11-15 16:00:00,Volkstrauertag,Sonntag
0,2020-11-15 17:00:00,Volkstrauertag,Sonntag
0,2020-11-15 18:00:00,Volkstrauertag,Sonntag
0,2020-11-15 19:00:00,Volkstrauertag,Sonntag
0,2020-11-15 20:00:00,Volkstrauertag,Sonntag
0,2020-11-15 21:00:00,Volkstrauertag,Sonntag
0,2020-11-15 22:00:00,Volkstrauertag,Sonntag
0,2020-11-15 23:00:00,Volkstrauertag,Sonntag
0,2020-11-22 00:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 01:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 02:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 03:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 04:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 05:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 06:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 07:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 08:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 09:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 10:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 11:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 12:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 13:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 14:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 15:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 16:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 17:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 18:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 19:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 20:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 21:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 22:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-22 23:00:00,Ewigkeitssonntag,Sonntag
0,2020-11-29 00:00:00,Erster Advent,Sonntag
0,2020-11-29 01:00:00,Erster Advent,Sonntag
0,2020-11-29 02:00:00,Erster Advent,Sonntag
0,2020-11-29 03:00:00,Erster Advent,Sonntag
0,2020-11-29 04:00:00,Erster Advent,Sonntag
0,2020-11-29 05:00:00,Erster Advent,Sonntag
0,2020-11-29 06:00:00,Erster Advent,Sonntag
0,2020-11-29 07:00:00,Erster Advent,Sonntag
0,2020-11-29 08:00:00,Erster Advent,Sonntag
0,2020-11-29 09:00:00,Erster Advent,Sonntag
0,2020-11-29 10:00:00,Erster Advent,Sonntag
0,2020-11-29 11:00:00,Erster Advent,Sonntag
0,2020-11-29 12:00:00,Erster Advent,Sonntag
0,2020-11-29 13:00:00,Erster Advent,Sonntag
0,2020-11-29 14:00:00,Erster Advent,Sonntag
0,2020-11-29 15:00:00,Erster Advent,Sonntag
0,2020-11-29 16:00:00,Erster Advent,Sonntag
0,2020-11-29 17:00:00,Erster Advent,Sonntag
0,2020-11-29 18:00:00,Erster Advent,Sonntag
0,2020-11-29 19:00:00,Erster Advent,Sonntag
0,2020-11-29 20:00:00,Erster Advent,Sonntag
0,2020-11-29 21:00:00,Erster Advent,Sonntag
0,2020-11-29 22:00:00,Erster Advent,Sonntag
0,2020-11-29 23:00:00,Erster Advent,Sonntag
0,2020-12-04 00:00:00,Ostern,Sonntag
0,2020-12-04 01:00:00,Ostern,Sonntag
0,2020-12-04 02:00:00,Ostern,Sonntag
0,2020-12-04 03:00:00,Ostern,Sonntag
0,2020-12-04 04:00:00,Ostern,Sonntag
0,2020-12-04 05:00:00,Ostern,Sonntag
0,2020-12-04 06:00:00,Ostern,Sonntag
0,2020-12-04 07:00:00,Ostern,Sonntag
0,2020-12-04 08:00:00,Ostern,Sonntag
0,2020-12-04 09:00:00,Ostern,Sonntag
0,2020-12-04 10:00:00,Ostern,Sonntag
0,2020-12-04 11:00:00,Ostern,Sonntag
0,2020-12-04 12:00:00,Ostern,Sonntag
0,2020-12-04 13:00:00,Ostern,Sonntag
0,2020-12-04 14:00:00,Ostern,Sonntag
0,2020-12-04 15:00:00,Ostern,Sonntag
0,2020-12-04 16:00:00,Ostern,Sonntag
0,2020-12-04 17:00:00,Ostern,Sonntag
0,2020-12-04 18:00:00,Ostern,Sonntag
0,2020-12-04 19:00:00,Ostern,Sonntag
0,2020-12-04 20:00:00,Ostern,Sonntag
0,2020-12-04 21:00:00,Ostern,Sonntag
0,2020-12-04 22:00:00,Ostern,Sonntag
0,2020-12-04 23:00:00,Ostern,Sonntag
0,2020-12-13 00:00:00,Dritter Advent,Sonntag
0,2020-12-13 01:00:00,Dritter Advent,Sonntag
0,2020-12-13 02:00:00,Dritter Advent,Sonntag
0,2020-12-13 03:00:00,Dritter Advent,Sonntag
0,2020-12-13 04:00:00,Dritter Advent,Sonntag
0,2020-12-13 05:00:00,Dritter Advent,Sonntag
0,2020-12-13 06:00:00,Dritter Advent,Sonntag
0,2020-12-13 07:00:00,Dritter Advent,Sonntag
0,2020-12-13 08:00:00,Dritter Advent,Sonntag
0,2020-12-13 09:00:00,Dritter Advent,Sonntag
0,2020-12-13 10:00:00,Dritter Advent,Sonntag
0,2020-12-13 11:00:00,Dritter Advent,Sonntag
0,2020-12-13 12:00:00,Dritter Advent,Sonntag
0,2020-12-13 13:00:00,Dritter Advent,Sonntag
0,2020-12-13 14:00:00,Dritter Advent,Sonntag
0,2020-12-13 15:00:00,Dritter Advent,Sonntag
0,2020-12-13 16:00:00,Dritter Advent,Sonntag
0,2020-12-13 17:00:00,Dritter Advent,Sonntag
0,2020-12-13 18:00:00,Dritter Advent,Sonntag
0,2020-12-13 19:00:00,Dritter Advent,Sonntag
0,2020-12-13 20:00:00,Dritter Advent,Sonntag
0,2020-12-13 21:00:00,Dritter Advent,Sonntag
0,2020-12-13 22:00:00,Dritter Advent,Sonntag
0,2020-12-13 23:00:00,Dritter Advent,Sonntag
0,2020-12-20 00:00:00,Vierter Advent,Sonntag
0,2020-12-20 01:00:00,Vierter Advent,Sonntag
0,2020-12-20 02:00:00,Vierter Advent,Sonntag
0,2020-12-20 03:00:00,Vierter Advent,Sonntag
0,2020-12-20 04:00:00,Vierter Advent,Sonntag
