timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1501934400,Aug 05 2017 - 12:00pm,complete,4166,Aalen,Sportfreunde Lotte,N/A,4,3.00,1.00,1.84,0.68,3,0,3,1,1,0,"6,81,90'1","",3,10,1,0,5,0,1,0,2,3,13,15,5,9,8,6,12,15,48,52,0.00,0.00,2.50,100,100,50,0,0,50,50,50,50,13.00,3.00,1.83,3.52,5.06,0.00,0.00,0.00,0.00,0.00,0.00,Scholz Arena
1501934400,Aug 05 2017 - 12:00pm,complete,5745,Paderborn,Sonnenhof Großaspach,N/A,4,3.00,1.00,2.37,1.32,5,0,5,3,3,0,"25,37,43,51,64","",7,2,1,0,0,0,1,0,0,0,14,7,8,3,6,4,21,9,51,49,0.00,0.00,2.50,50,50,50,50,50,50,50,50,50,16.00,4.00,2.14,3.33,3.83,0.00,0.00,0.00,0.00,0.00,0.00,Benteler-Arena
1501934400,Aug 05 2017 - 12:00pm,complete,12300,Hansa Rostock,Meppen,N/A,4,1.00,0.00,1.74,1.26,1,2,3,0,0,0,"68","51,88",7,4,2,1,4,0,2,1,1,3,18,8,10,3,8,5,11,24,52,48,0.00,0.00,1.50,0,50,50,0,0,0,0,50,50,12.00,6.00,1.80,3.62,5.04,0.00,0.00,0.00,0.00,0.00,0.00,Ostseestadion
1501934400,Aug 05 2017 - 12:00pm,complete,6571,Preußen Münster,Werder Bremen II,N/A,4,3.00,1.00,1.68,0.63,0,1,1,1,0,1,"","27",4,1,4,0,7,1,1,3,1,7,19,5,6,4,13,1,18,28,53,47,0.00,0.00,2.50,50,100,50,0,0,0,0,100,100,8.00,4.00,2.04,3.50,3.94,0.00,0.00,0.00,0.00,0.00,0.00,Preußen-Stadion
1501934400,Aug 05 2017 - 12:00pm,complete,9646,Karlsruher SC,Wehen Wiesbaden,N/A,4,1.00,3.00,2.32,1.53,2,1,3,1,0,1,"56,83","44",4,3,1,1,4,0,0,2,2,2,15,14,5,7,10,7,9,21,51,49,0.00,0.00,4.00,50,100,100,100,0,100,100,100,100,9.00,6.00,2.20,3.40,3.56,0.00,0.00,0.00,0.00,0.00,0.00,Wildparkstadion
1501934400,Aug 05 2017 - 12:00pm,complete,3500,Unterhaching,Fortuna Köln,N/A,4,3.00,3.00,1.74,1.21,2,2,4,1,0,1,"67,69","45,65",7,6,2,0,4,0,1,1,2,2,10,12,9,5,1,7,10,22,58,42,0.00,0.00,3.50,50,100,50,50,50,50,50,50,100,8.00,4.00,2.13,3.50,3.64,0.00,0.00,0.00,0.00,0.00,0.00,Alpenbauer Sportpark
1502020800,Aug 06 2017 - 12:00pm,complete,6765,Osnabrück,Hallescher FC,N/A,4,0.00,0.00,1.32,0.95,3,3,6,3,2,1,"6,43,81","15,70,78",7,4,3,0,5,1,2,1,3,3,22,12,14,8,8,4,15,21,46,54,0.00,0.00,3.50,50,100,100,50,0,50,50,100,100,15.00,5.00,2.72,3.31,2.78,0.00,0.00,0.00,0.00,0.00,0.00,Bremer Brücke
1502020800,Aug 06 2017 - 12:00pm,complete,15922,Magdeburg,Würzburger Kickers,N/A,4,3.00,1.00,2.53,1.74,2,1,3,2,2,0,"7,10","80",6,4,2,0,2,0,2,0,1,1,4,2,4,2,0,0,12,23,40,60,0.00,0.00,3.50,50,100,100,50,0,50,100,50,50,6.00,4.00,2.03,3.45,4.02,0.00,0.00,0.00,0.00,0.00,0.00,MDCC-Arena
1503075600,Aug 18 2017 - 5:00pm,complete,3886,Fortuna Köln,Karlsruher SC,N/A,5,3.00,0.00,1.63,1.32,4,0,4,2,2,0,"11,33,50,89","",3,1,1,0,4,0,0,1,3,1,13,5,9,2,4,3,19,17,39,61,0.00,0.00,2.75,25,75,50,25,25,25,75,25,100,8.50,4.50,2.68,3.38,2.77,0.00,0.00,0.00,0.00,0.00,0.00,Südstadion (Köln)
1503075600,Aug 18 2017 - 5:00pm,complete,6243,Meppen,Zwickau,N/A,5,0.50,0.00,1.79,0.63,4,0,4,2,2,0,"2,44,77,90'1","",5,1,2,0,1,0,1,1,1,0,15,13,8,4,7,9,12,12,55,45,0.00,0.00,2.50,50,75,50,25,0,25,100,25,75,13.50,5.00,2.51,3.45,2.93,0.00,0.00,0.00,0.00,0.00,0.00,Hänsch-Arena
1503144000,Aug 19 2017 - 12:00pm,complete,560,Werder Bremen II,Wehen Wiesbaden,N/A,5,3.00,1.50,1.00,1.53,0,0,0,0,0,0,"","",3,7,3,0,2,0,1,2,1,1,6,11,3,5,3,6,14,21,48,52,0.00,0.00,3.00,25,100,75,25,0,25,75,75,100,8.00,6.00,2.86,3.24,2.69,0.00,0.00,0.00,0.00,0.00,0.00,Weserstadion Platz 11
1503144000,Aug 19 2017 - 12:00pm,complete,3631,Rot-Weiß Erfurt,Paderborn,N/A,5,0.50,2.00,0.68,2.00,0,1,1,1,0,1,"","33",4,8,4,1,3,0,0,5,1,2,11,14,4,6,7,8,9,15,53,47,0.00,0.00,3.50,75,75,50,25,25,75,100,25,50,15.00,3.50,3.21,3.33,2.39,0.00,0.00,0.00,0.00,0.00,0.00,Multifunktionsarena Erfurt
1503144000,Aug 19 2017 - 12:00pm,complete,2500,Sonnenhof Großaspach,Aalen,N/A,5,3.00,1.50,1.16,0.79,0,0,0,0,0,0,"","",5,2,3,0,2,0,1,2,1,1,15,13,5,5,10,8,11,18,51,49,0.00,0.00,3.50,50,75,50,50,50,25,75,25,75,6.00,4.50,2.61,3.35,2.87,0.00,0.00,0.00,0.00,0.00,0.00,mechatronik Arena
1503144000,Aug 19 2017 - 12:00pm,complete,5710,Chemnitzer FC,Osnabrück,N/A,5,1.50,0.50,1.16,0.63,0,0,0,0,0,0,"","",4,12,1,0,2,0,0,1,1,1,8,18,2,8,6,10,14,27,46,54,0.00,0.00,3.50,50,75,75,50,25,50,100,50,50,6.00,3.50,2.03,3.55,3.91,0.00,0.00,0.00,0.00,0.00,0.00,community4you ARENA (Chemnitz)
